# Generated from libretro-database's Sony - PlayStation DAT.
# Source: https://github.com/libretro/libretro-database
# License: CC-BY-SA-4.0
610616610	Flash SegaSaturn Vol. 10 (Japan)
610616611	Flash SegaSaturn Vol. 11 (Japan)
610616612	Flash SegaSaturn Vol. 12 (Japan)
610616613	Flash SegaSaturn Vol. 13 (Japan)
610616614	Flash SegaSaturn Vol. 14 (Japan)
610616615	Flash SegaSaturn Vol. 15 (Japan)
610616616	Flash SegaSaturn Vol. 16 (Japan)
610616617	Flash SegaSaturn Vol. 17 (Japan)
610616618	Flash SegaSaturn Vol. 18 (Japan)
610616619	Flash SegaSaturn Vol. 19 (Japan)
610616620	Flash SegaSaturn Vol. 20 (Japan)
610616621	Flash SegaSaturn Vol. 21 (Japan)
610616622	Flash SegaSaturn Vol. 22 (Japan)
610616623	Flash SegaSaturn Vol. 23 (Japan)
610616624	Flash SegaSaturn Vol. 24 (Japan)
610616625	Flash SegaSaturn Vol. 25 (Japan)
610616626	Flash SegaSaturn Vol. 26 (Japan)
610616627	Flash SegaSaturn Vol. 27 (Japan)
610616628	Flash SegaSaturn Vol. 28 (Japan)
610616629	Flash SegaSaturn Vol. 29 (Japan) (3M)
610616630	Flash SegaSaturn Vol. 30 (Japan)
610616631	Flash SegaSaturn Vol. 31 (Japan)
610616632	Flash SegaSaturn Vol. 32 (Japan)
610616699	Flash SegaSaturn - Ochikazuki-hen (Japan)
6106200	Dark Savior (Japan) (Demo 1)
6106288b	Sega Flash Vol. 2 (UK)
6106288c	Sega Flash Vol. 3 (UK)
6106288d	Sega Flash Vol. 4 (UK)
6106288e	Sega Flash Vol. 5 (Europe)
6106288f	Sega Flash Vol. 6 (UK)
6106297	Dark Savior (Japan) (Demo 2)
610632101	Keiou Yuugekitai - Okiraku Tamatebako (Japan)
610636001	Tech Saturn Vol. 1-1996 - Yatchimatta! (Japan)
610636002	Tech Saturn Vol. 2-1996 - Maitsuki 8-nichi wa Tessa no Hi - Ataru to Sugo Iyo (Japan)
610636003	Tech Saturn Jan.1997 - Kizuitara Gekkan-ka (Japan)
610636004	Tech Saturn Feb.1997 - E, Chocolate Kurereba Morau yo (Japan)
610636005	Tech Saturn Mar.1997 - Okaeshi wa Marshmallow, Cookie, Howaito Choco (Japan)
610636006	Tech Saturn Apr.1997 (Japan)
610636007	Tech Saturn May.1997 (Japan)
610636008	Tech Saturn Jun.1997 (Japan)
610636009	Tech Saturn Jul.1997 (Japan)
610636010	Tech Saturn Aug.1997 (Japan)
610636011	Tech Saturn Sep.1997 (Japan)
610636012	Tech Saturn Oct.1997 (Japan)
6106377	Preview Sega Saturn Vol. 1 (Europe)
610638401	Gremlin Interactive Demo Disk (Europe)
6106431	Christmas Nights into Dreams... (Japan) (Rev A)
610645801	Develo Magazine Appendix CD-ROM for SegaSaturn (Japan)
6106576	Core Demo Disc (Europe)
6106605	D-Xhird (Japan) (2M)
6106621	Moon Cradle (Japan) (Disc 1)
61066210	Moon Cradle (Japan) (Disc 1)
6106675	Gremlin Interactive Demo Disc (Europe)
6106703	Devil Summoner - Soul Hackers & Ronde (Japan) (Demo 1)
6106704	Devil Summoner - Soul Hackers & Ronde (Japan) (Demo 2)
6106725	Real Sound - Kaze no Regret (Japan) (Disc 1) (4M)
61067250	Real Sound - Kaze no Regret (Japan) (Disc 1) (4M)
6106732	Disc Station Bessatsu - I Miss You. Tanaka Katsumi (Japan) (1M)
6106803	Delisoba Deluxe (Japan)
6106804	Devil Summoner - Soul Hackers Extra Dungeon (Japan) (3M)
610680501	Segakore Sega Bible Mogitate SegaSaturn Soukangou (Japan)
610680502	Mogitate SegaSaturn Vol. 2 (Japan)
610680503	Mogitate SegaSaturn Vol. 3 (Japan)
610680504	Mogitate SegaSaturn Vol. 4 (Japan)
610680505	Mogitate SegaSaturn Vol. 5 (Japan)
610680506	Mogitate SegaSaturn Vol. 6 (Japan)
6106833	SatMag Sono CD (Japan)
6106848	Baroque Report - CD Data File (Japan)
6106869	King of Fighters '97, The (Japan) (Sample)
6106876	Cross Tantei Monogatari (Japan) (Demo 1)
6106877	Cross Tantei Monogatari (Japan) (Demo 2)
6106929	Mogitate SegaSaturn - Special Movie (Japan) (2M)
6106979	Shining Force III Premium Disc (Japan)
6106987	Big Thanks - Super Keirin - Dream with Keirin 50 Years (Japan)
680602950	Nights into Dreams... (Europe)
7000012pm	Panzer Dragoon Saga (Europe) (Disc 1)
7000012pm0	Panzer Dragoon Saga (Europe) (Disc 1)
790000250	Core Demo Disc (Europe)
810160	Mr. Bones (USA) (Disc 1)
810161	Mr. Bones (USA) (Disc 2)
8102250	Panzer Dragoon II Zwei (Europe)
810760	Enemy Zero (USA) (Disc 1)
810761	Enemy Zero (USA) (Disc 0)
810762	Enemy Zero (USA) (Disc 3)
8108450	Exhumed (Europe) (En,Fr,De,Es)
813070	Panzer Dragoon Saga (USA) (Disc 1)
813071	Panzer Dragoon Saga (USA) (Disc 2)
813072	Panzer Dragoon Saga (USA) (Disc 3)
813073	Panzer Dragoon Saga (USA) (Disc 4)
dgs9004	Clockwork Knight - Pepperouchau no Daibouken Joukan (Japan)
gs7101	Pad Nifty (Japan)
gs7103	Virtua Fighter Remix (Japan) (SegaNet)
gs7105	Habitat II (Japan)
gs7106	Dennou Senki - Virtual On - Cyber Troopers for SegaNet (Japan)
gs7107	Dennou Senki - Virtual On - Cyber Troopers for SegaNet (Japan)
gs7109	Pad Nifty 1.1 & Habitat II (Japan)
gs7110	DecAthlete for SegaNet (Japan)
gs7111	Puyo Puyo Sun for SegaNet (Japan)
gs7113	Puzzle Bobble 3 for SegaNet (Japan)
gs7114	Dragon's Dream (Japan)
gs9001	Virtua Fighter (Japan)
gs9003	Gale Racer (Japan) (En,Ja) (2A)
gs9004	Clockwork Knight - Pepperouchau no Daibouken Joukan (Japan)
gs9005	Shinsetsu Yumemi Yakata - Tobira no Oku ni Dareka ga... (Japan) (Rev A) (1M)
gs9006	Pebble Beach Golf Links - Stadler ni Chousen (Japan)
gs9007	WanChai Connection (Japan) (Disc A)
gs9008	Deadalus (Japan) (1M)
gs9009	Gotha - Ismailia SenEki (Japan)
gs9010	Shin Shinobiden (Japan)
gs9011	Rampo (Japan) (Disc 1)
gs90110	Rampo (Japan) (Disc 1)
gs90111	Rampo (Japan) (Disc 2)
gs9012	Virtual Hydlide (Japan) (2M)
gs9013	Daytona USA (Japan)
gs9014	Blue Seed - Kushinada Hirokuden (Japan)
gs9015	Clockwork Knight Puzzle - Pengin War (Japan) (En,Ja) (Proto)
gs9017	Kanzen Chuukei Pro Yakyuu Greatest Nine (Japan) (Rev A)
gs9018	Magic Knight Rayearth (Japan) (Genteiban) (2M, 3M)
gs9019	Kisuishou Densetsu Astal (Japan) (3A)
gs9020	Ayrton Senna Personal Talk - Message for the Future (Japan)
gs9021	Riglordsaga (Japan) (4M)
gs9022	Gran Chaser (Japan) (3M)
gs9023	X Japan - Virtual Shock 001 (Japan) (3M)
gs9025	World Advanced Daisenryaku - Koutetsu no Senpuu (Japan) (2M)
gs9026	Gakkou no Kaidan (Japan)
gs9027	SimCity 2000 (Japan) (Rev A)
gs9028	Dragon Force (Japan) (1M, 2M, 3M)
gs9029	Clockwork Knight - Pepperouchau no Daibouken Gekan (Japan) (2M)
gs9030	Omakase! Savers (Japan)
gs9031	Guardian Heroes (Japan) (3M)
gs9032	Hang On GP '95 (Japan) (1M)
gs9034	J.League Pro Soccer Club o Tsukurou! (Japan)
gs9035	F-1 Live Information (Japan)
gs9036	Ninkuu - Tsuyokina Yatsura no Daigekitotsu! (Japan)
gs9037	Sakura Taisen (Japan) (Disc 1) (6M)
gs90370	Sakura Taisen (Japan) (Disc 1) (6M)
gs90371	Sakura Taisen (Japan) (Disc 2) (6M)
gs9038	Wing Arms - Kareinaru Gekitsuiou (Japan) (Rev A)
gs9039	Virtua Fighter Remix (Japan) (4M)
gs9040	Baku Baku Animal - Sekai Shiiku Gakari Senshuken (Japan)
gs9041	Golden Axe - The Duel (Japan) (2M)
gs9042	Sega Ages - Shukudai ga Tanto R (Japan)
gs9043	Sega Ages - Rouka ni Ichidanto R (Japan)
gs9044	Sega International Victory Goal (Japan) (5M)
gs9047	Sega Rally Championship (Japan)
gs9048	J.League Victory Goal '96 (Japan) (2M)
gs9049	Panzer Dragoon II Zwei (Japan)
gs9050	Godzilla - Rettou Shinkan (Japan)
gs9051	Shin Seiki Evangelion (Japan)
gs9053	Thor - Seireioukiden (Japan)
gs9054	Terra Phantastica (Japan)
gs9055	Linkle Liver Story (Japan)
gs9056	Gekka Mugentan Torico (Japan) (Disc A) (Kyouchou-hen) (2M)
gs9057	Shining Wisdom (Japan)
gs9058	Magic Knight Rayearth (Japan) (4M)
gs9060	Virtua Cop (Japan) (3M)
gs9061	Hideo Nomo World Series Baseball (Japan)
gs9062	Virtua Fighter CG Portrait Series Vol. 1 - Sarah Bryant (Japan) (1M)
gs9063	Bug! Jump Shite, Funzukechatte, Petchanko (Japan)
gs9064	Virtua Fighter CG Portrait Series Vol. 2 - Jacky Bryant (Japan)
gs9065	Virtua Fighter CG Portrait Series Vol. 3 - Akira Yuki (Japan) (2M)
gs9066	Virtua Fighter CG Portrait Series Vol. 4 - Pai Chan (Japan) (3M)
gs9067	Virtua Fighter CG Portrait Series Vol. 9 - Kage Maru (Japan) (2M)
gs9068	Virtua Fighter CG Portrait Series Vol. 5 - Wolf Hawkfield (Japan)
gs9069	Virtua Fighter CG Portrait Series Vol. 6 - Lau Chan (Japan) (4M)
gs9070	Virtua Fighter CG Portrait Series Vol. 7 - Shun Di (Japan) (2M)
gs9071	Virtua Fighter CG Portrait Series Vol. 8 - Lion Rafale (Japan) (2M)
gs9072	Virtua Fighter CG Portrait Series Vol. 10 - Jeffry McWild (Japan) (4M)
gs9073	Virtua Fighter CG Portrait Series - The Final - Dural (Japan)
gs9074	Clockwork Knight - Pepperouchau no Fukubukuro (Japan)
gs9076	Azel - Panzer Dragoon RPG (Japan) (Disc 1) (2M)
gs90760	Azel - Panzer Dragoon RPG (Japan) (Disc 1) (2M)
gs90761	Azel - Panzer Dragoon RPG (Japan) (Disc 2) (1M)
gs90762	Azel - Panzer Dragoon RPG (Japan) (Disc 3) (2M)
gs90763	Azel - Panzer Dragoon RPG (Japan) (Disc 4) (4M)
gs9078	Toushinden S (Japan)
gs9079	Virtua Fighter 2 (Japan) (Rev B) (30C)
gs9082	World Advanced Daisenryaku - Sakusen File (Japan) (2M)
gs9083	Eyeful Home (Japan)
gs9084	Riglordsaga 2 (Japan) (1M)
gs9086	Greatest Nine '96 (Japan) (1M)
gs9087	Advanced World War - Sennen Teikoku no Koubou - Last of the Millennium (Japan) (2M)
gs9088	Mechanical Violator Hakaider - Last Judgement (Japan)
gs9096	DecAthlete (Japan) (1M)
gs9097	Virtua Cop 2 (Japan) (En,Ja) (3M)
gs9098	Virtua Fighter Kids (Japan)
gs9099	Dennou Senki - Virtual On - Cyber Troopers (Japan)
gs9100	Daytona USA - Circuit Edition (Japan)
gs9101	Fighting Vipers (Japan) (Rev A)
gs9102	Manx TT SuperBike (Japan)
gs9103	Sky Target (Japan)
gs9104	Magical Drop 2 (Japan)
gs9107	Fighter's History Dynamite (Japan)
gs9108	Sega Ages - Space Harrier (Japan)
gs9109	Sega Ages - After Burner II (Japan)
gs9110	Sega Ages - OutRun (Japan)
gs9111	Sega Ages - Space Harrier (Japan)
gs9112	Victory Goal Worldwide Edition (Japan)
gs9113	Virtua Fighter Kids (Japan) (Java Tea Original)
gs9115	Sakura Taisen (Japan) (Disc 2) (6M)
gs91151	Sakura Taisen (Japan) (Disc 2) (6M)
gs9116	Sega Rally Championship Plus (Japan)
gs9118	LuLu - Un Conte Interactif de Romain Victor-Pujebet (Japan)
gs9120	World Series Baseball II (Japan)
gs9121	Heim Waltz (Japan) (Rev A)
gs9122	Dynamite Deka (Japan)
gs9123	Die Hard Trilogy (Japan)
gs9124	Panzer Dragoon II Zwei (Japan)
gs9125	World Advanced Daisenryaku - Koutetsu no Senpuu (Japan) (Rev A) (10M)
gs9126	Fighters Megamix (Japan) (2M)
gs9127	Mr. Bones (Japan) (Disc 1)
gs91270	Mr. Bones (Japan) (Disc 1)
gs91271	Mr. Bones (Japan) (Disc 2)
gs9128	Bug Too! Motto Motto Jump Shite, Funzukechatte, Petchanko (Japan)
gs9129	Shin Seiki Evangelion - 2nd Impression (Japan) (Alt)
gs9131	Command & Conquer (Japan) (Disc 1) (GDI Disc)
gs91310	Command & Conquer (Japan) (Disc 1) (GDI Disc)
gs91311	Command & Conquer (Japan) (Disc 2) (NOD Disc)
gs9133	Digital Dance Mix Vol. 1 - Namie Amuro (Japan) (Rev A) (10M, 12M)
gs9134	Sakura Taisen - Hanagumi Tsuushin (Japan) (1M)
gs9135	Sega Ages - Memorial Selection Vol. 1 (Japan)
gs9136	Sega Ages - Fantasy Zone (Japan)
gs9137	Three Dirty Dwarves (Japan) (2M)
gs9138	Sakura Taisen - Hanagumi Taisen Columns (Japan) (2M)
gs9139	Pro Yakyuu Greatest Nine '97 (Japan) (Rev A)
gs9140	J.League Victory Goal '97 (Japan)
gs9141	Shin Seiki Evangelion (Japan)
gs9142	Kidou Senkan Nadesico - Yappari Saigo wa Ai ga Katsu (Japan)
gs9143	Sonic 3D - Flickies' Island (Japan)
gs9144	Baku Baku Animal - Sekai Shiiku Gakari Senshuken (Japan) (Rev A)
gs9145	Dragon Force (Japan) (Rev A) (10M)
gs9147	Sonic Jam (Japan)
gs9149	Sega Rally Championship Plus (Japan)
gs9150	DecAthlete (Japan) (Rev B) (20M)
gs9152	Last Bronx (Japan) (Disc 1) (Arcade Disc)
gs91520	Last Bronx (Japan) (Disc 1) (Arcade Disc)
gs91521	Last Bronx (Japan) (Disc 2) (Special Disc)
gs9153	Fighter's History Dynamite (Japan)
gs9154	Virtua Cop 2 (Japan) (En,Ja) (3M)
gs9155	Soeldnerschild (Japan)
gs9158	Zen Nihon Pro Wres featuring Virtua (Japan)
gs9159	Neon Genesis Evangelion - Digital Card Library (Japan)
gs9160	Sakura Taisen - Jouki Radio Show (Japan) (Disc 1) (Yuugi-ban)
gs91600	Sakura Taisen - Jouki Radio Show (Japan) (Disc 1) (Yuugi-ban)
gs91601	Sakura Taisen - Jouki Radio Show (Japan) (Disc 2) (Kayou-ban)
gs9161	Sega Ages - Columns Arcade Collection (Japan)
gs9162	Lost World, The - Jurassic Park (Japan)
gs9163	Sega Ages - Memorial Selection Vol. 2 (Japan)
gs9164	Sega Touring Car Championship (Japan)
gs9165	Pro Yakyuu Team mo Tsukurou! (Japan)
gs9168	J.League Pro Soccer Club o Tsukurou! 2 (Japan) (2M)
gs9169	Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 1) (Shokai Tokutenban)
gs91690	Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 1) (Shokai Tokutenban)
gs91691	Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Shokai Tokutenban) (3M)
gs91692	Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Shokai Tokutenban) (1M)
gs9170	Sonic R (Japan) (2M)
gs9171	Pro Yakyuu Greatest Nine '97 - Make Miracle (Japan)
gs9172	Chisato Moritaka - Watarase Bashi & Lala Sunshine (Japan) (Disc 1)
gs91720	Chisato Moritaka - Watarase Bashi & Lala Sunshine (Japan) (Disc 1)
gs91721	Chisato Moritaka - Watarase Bashi & Lala Sunshine (Japan) (Disc 2)
gs9173	House of the Dead, The (Japan)
gs9174	Burning Rangers (Japan)
gs9175	Shining Force III - Scenario 1 - Outo no Kyoshin (Japan)
gs9176	Terra Phantastica (Japan)
gs9177	Winter Heat (Japan)
gs9179	Sega Ages - I Love Mickey Mouse - Fushigi no Oshiro Daibouken & I Love Donald Duck - Georgia Ou no Hihou (Japan)
gs9181	Sega Ages - Power Drift (Japan)
gs9182	Shoujo Kakumei Utena - Itsuka Kakumei Sareru Monogatari (Japan) (Disc 1)
gs91820	Shoujo Kakumei Utena - Itsuka Kakumei Sareru Monogatari (Japan) (Disc 1)
gs91821	Shoujo Kakumei Utena - Itsuka Kakumei Sareru Monogatari (Japan) (Disc 2)
gs9183	Wachenroeder (Japan)
gs9184	Dragon Force II - Kami Sarishi Daichi ni (Japan)
gs9185	Pro Yakyuu Greatest Nine '98 (Japan) (Rev A)
gs9186	Sega Ages - Phantasy Star Collection (Japan)
gs9187	Sega Worldwide Soccer '98 (Japan)
gs9188	Shining Force III - Scenario 2 - Nerawareta Miko (Japan)
gs9189	Deep Fear (Japan) (Disc 1)
gs91890	Deep Fear (Japan) (Disc 1)
gs91891	Deep Fear (Japan) (Disc 2)
gs9190	Advanced World War - Sennen Teikoku no Koubou - Last of the Millennium (Japan) (Rev B) (22M)
gs9193	Command & Conquer (Japan) (Disc 1) (GDI Disc)
gs91930	Command & Conquer (Japan) (Disc 1) (GDI Disc)
gs91931	Command & Conquer (Japan) (Disc 2) (NOD Disc)
gs9194	Neon Genesis - Evangelion - Koutetsu no Girlfriend (Japan) (Disc 1)
gs91940	Neon Genesis - Evangelion - Koutetsu no Girlfriend (Japan) (Disc 1)
gs91941	Neon Genesis - Evangelion - Koutetsu no Girlfriend (Japan) (Disc 2)
gs9195	Kidou Senkan Nadesico - The Blank of 3 Years (Japan) (Disc 1)
gs91950	Kidou Senkan Nadesico - The Blank of 3 Years (Japan) (Disc 1)
gs91951	Kidou Senkan Nadesico - The Blank of 3 Years (Japan) (Disc 2)
gs9196	World Cup '98 France - Road to Win (Japan)
gs9197	Sega Ages - Galaxy Force II (Japan)
gs9198	Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 1) (Rev A)
gs91980	Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 1) (Rev A)
gs91981	Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Rev A) (12M)
gs91982	Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Rev A) (13M)
gs9200	Sonic Jam (Japan) (Rev A)
gs9202	Pro Yakyuu Greatest Nine '98 - Summer Action (Japan)
gs9203	Shining Force III - Scenario 3 - Hyouheki no Jashinguu (Japan)
gs9204	Segata Sanshirou - Shinken Yuugi (Japan)
gs9205	Zen Nihon Pro Wres featuring Virtua (Japan) (Rev A)
gs9206	J.League Pro Soccer Club o Tsukurou! 2 (Japan) (Rev D) (41M)
gs9207	House of the Dead, The (Japan) (Rev A)
gs9208	Pro Yakyuu Greatest Nine '98 (Japan) (Rev B)
gs9503j	Virtua Fighter Remix (Korea)
gs9504j	Worldwide Soccer - Sega International Victory Goal Edition (Korea)
gs9506j	Sega Rally Championship (Korea)
gs9507j	Virtua Fighter 2 (Korea)
gs9609j	Virtua Fighter Kids (Korea)
gs9610j	Fighting Vipers (Korea)
gs9612j	Dennou Senki - Virtual On - Cyber Troopers (Korea)
gs9613j	Virtua Cop 2 (Korea)
gs9614j	Daytona USA - Championship Circuit Edition (Korea)
hss0120	SegaSaturn Electronic Book Operator (Japan)
hss0121	SegaSaturn Photo CD Operator (Japan) (Rev A)
hss0128	SegaSaturn FDD Operator (Japan)
l151000	SegaSaturn - SGL Tool Kit - Sega 3D Game Library (Japan)
l151001	SegaSaturn - SGL Tool Kit - Sega 3D Game Library (Japan)
mk6106288a	Sega Flash Vol. 1 (Europe)
mk6106288g	Sega Flash Vol. 7 (UK)
mk8100450	Bug! (Europe)
mk8100550	Virtua Fighter (Europe) (Made in EU)
mk81007	Clockwork Knight - Pepperouchau's Adventure (USA) (Beta)
mk8100750	Clockwork Knight - Pepperouchau's Adventure (Europe)
mk8100850	Robotica - Cybernation Revolt (Europe)
mk8100950	Panzer Dragoon (Europe) (En,Fr,De,Es,It)
mk8101205	Mansion of Hidden Souls, The (Europe) (1S)
mk8101206	Mansion de las Almas Ocultas, La (Spain)
mk8101209	Manoir des Ames Perdues, Le (France)
mk8101218	Mystery Mansion - Das Haus der verlorenen Seelen (Germany)
mk8101408	Virtua Fighter 2 (Korea)
mk8101450	Virtua Fighter 2 (Europe) (Made in EU)
mk8101550	Virtua Cop (Europe)
mk8101650	Mr. Bones (Europe) (Disc 1)
mk81016500	Mr. Bones (Europe) (Disc 1)
mk81016501	Mr. Bones (Europe) (Disc 2)
mk8102050	Nights into Dreams... (Europe)
mk81021	Clockwork Knight 2 - Pepperouchau's Adventure (USA) (Beta)
mk8102150	Clockwork Knight 2 - Pepperouchau's Adventure (Europe) (2S)
mk8102308	Virtua Fighter Remix (Korea)
mk8102450	Wing Arms (Europe)
mk8102950	Battle Arena Toshinden Remix (Europe)
mk8103350	Three Dirty Dwarves (Europe)
mk8103550	Guardian Heroes (Europe)
mk8104050	Bug Too! (Europe)
mk8104108	Fighting Vipers (Korea)
mk8104150	Fighting Vipers (Europe)
mk8104208	Dennou Senki - Virtual On - Cyber Troopers (Korea)
mk8104250	Virtual On - Cyber Troopers (Europe)
mk8104308	Virtua Cop 2 (Korea)
mk8104350	Virtua Cop 2 (Europe)
mk8104550	Golden Axe - The Duel (Europe)
mk8104650	Gun Griffon (Europe)
mk8104850	Nights into Dreams... (Europe)
mk8104908	Virtua Fighter Kids (Korea)
mk8104950	Virtua Fighter Kids (Europe)
mk8105150	Sky Target (Europe)
mk8105350	Torico (Europe) (Disc 1)
mk81053500	Torico (Europe) (Disc 1)
mk81053501	Torico (Europe) (Disc 2)
mk8105450	Battle Arena Toshinden URA - Ultimate Revenge Attack (Europe)
mk8105750	Die Hard Arcade (Europe)
mk8106250	Sonic 3D - Flickies' Island (Europe)
mk8106450	Amok (Europe) (En,Fr,De,Es,It,Nl)
mk8106550	Lost World, The - Jurassic Park (Europe)
mk8106650	Quake (Europe)
mk8106750	Christmas Nights into Dreams... (Europe)
mk8107050	Saturn Bomberman (Europe)
mk8107150	Duke Nukem 3D (Europe)
mk8107350	Fighters Megamix (Europe)
mk8107650	Enemy Zero (Europe) (Disc 0) (Opening Disc)
mk81076500	Enemy Zero (Europe) (Disc 1) (Game Disc)
mk81076501	Enemy Zero (Europe) (Disc 0) (Opening Disc)
mk81076502	Enemy Zero (Europe) (Disc 3) (Game Disc)
mk8107850	Last Bronx (Europe)
mk8107950	Sonic Jam (Europe)
mk8108150	Myst (Europe) (En,Fr,De,Es)
mk8108250	Shinobi-X - Shin Shinobi Den (Europe)
mk8108350	Virtua Fighter Remix (Europe)
mk8108550	Darius II (Europe)
mk8108650	Tomb Raider (Europe)
mk8108750	Mighty Hits (Europe)
mk8108850	King of Fighters '95, The (Europe)
mk8108950	Mass Destruction (Europe) (En,Fr,De,Es)
mk8109050	Pandemonium! (Europe)
mk8109109	Atlantis - The Lost Tales (France) (Disc 1)
mk81091090	Atlantis - The Lost Tales (France) (Disc 1)
mk81091091	Atlantis - The Lost Tales (France) (Disc 2)
mk8109150	Atlantis - The Lost Tales (Europe) (En,De,Es) (Disc 1)
mk81091500	Atlantis - The Lost Tales (Europe) (En,De,Es) (Disc 1)
mk81091501	Atlantis - The Lost Tales (Europe) (En,De,Es) (Disc 2)
mk8109350	Discworld II - Missing Presumed...! (Europe) (En,Fr,De,Es,It)
mk8109950	Courier Crisis - The Saga of the Modern Fatalist (Europe) (En,Fr,De,It)
mk8110150	Pebble Beach Golf Links (Europe) (3S)
mk8110250	NHL All-Star Hockey (Europe)
mk8110350	NBA Action (Europe)
mk8110508	Worldwide Soccer - Sega International Victory Goal Edition (Korea)
mk8110550	International Victory Goal (Europe)
mk8110950	World Series Baseball (Europe)
mk8111250	Sega Worldwide Soccer 97 (Europe)
mk8111350	World Series Baseball II (Europe)
mk8111550	Athlete Kings (Europe)
mk8112250	NHL All-Star Hockey 98 (Europe)
mk8112350	Sega Worldwide Soccer '98 - Club Edition (Europe) (En,Fr,Es)
mk8112450	NBA Action 98 (Europe)
mk8112708	World Series Baseball 98 (Korea)
mk8112850	Steep Slope Sliders (Europe)
mk8112950	Winter Heat (Europe)
mk8118050	UEFA Euro 96 - England (Europe) (En,Fr,De,Es,It,Pt)
mk8118150	World League Soccer '98 (Europe)
mk8120050	Daytona USA (Europe)
mk8120250	Hang On GP '96 (Europe)
mk8120550	Cyber Speedway (Europe)
mk81206	F1 Challenge (USA)
mk8120650	F-1 Challenge (Europe)
mk8120708	Sega Rally Championship (Korea)
mk8120750	Sega Rally Championship (Europe) (Made in USA)
mk8121050	Manx TT SuperBike (Europe)
mk8121308	Daytona USA - Championship Circuit Edition (Korea)
mk8121350	Daytona USA - Championship Circuit Edition (Europe) (Rev A)
mk8121450	Scorcher (Europe)
mk8121650	Sega Touring Car Championship (Europe)
mk8128250	Formula Karts - Special Edition (Europe) (En,Fr,De,Es)
mk8130050	Mystaria - The Realms of Lore (Europe)
mk8130250	Story of Thor 2, The (Europe)
mk8130450	Dark Savior (Europe)
mk8130650	Shining the Holy Ark (Europe)
mk8130750	House of the Dead, The (Europe)
mk81307500	Panzer Dragoon Saga (Europe) (Disc 1)
mk81307501	Panzer Dragoon Saga (Europe) (Disc 2)
mk81307502	Panzer Dragoon Saga (Europe) (Disc 3)
mk81307503	Panzer Dragoon Saga (Europe) (Disc 4)
mk8138050	Virtual Hydlide (Europe)
